Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL1368108,,0,396.45,0,1.73,SID26725174,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)C(=C)C)C3)c1,IC50,'=',3076.06,nM,5.51,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL3209490,,0,294.38,0,3.97,SID22412675,Cc1sccc1/C=N/NC(=O)c1cccc2ccccc12,IC50,'=',21143.87,nM,4.67,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1408047,,0,297.35,0,3.3,SID4262904,COc1ccc(C(=O)N2c3ccccc3CC2C)cc1OC,IC50,'=',799.37,nM,6.1,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1368362,,0,441.56,0,4.28,SID24801573,O=C(O)CCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2cccs2)SC1=S,IC50,'=',3236.99,nM,5.49,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL2000253,,0,374.4,0,3.79,SID17409005,COc1cc(/C=N/NC(=O)C2c3ccccc3Oc3ccccc32)ccc1O,IC50,'=',6434.37,nM,5.19,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1603565,,0,204.27,0,1.99,SID7976246,CNC(=O)NC1CCCc2ccccc21,IC50,'>',54000,nM,,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL2003564,,0,286.36,0,3.55,SID24837645,CSc1ccc(/C=N/Nc2cccc(C(=O)O)c2)cc1,IC50,'=',2188.4,nM,5.66,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL3190733,,0,300.34,0,3.51,SID17513748,Cc1cc2ncn(/N=C/c3ccc([N+](=O)[O-])s3)c2cc1C,IC50,'=',3274.43,nM,5.49,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1471932,,0,484.6,0,1.98,SID26725827,NS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=S)N(C4CCS(=O)(=O)C4)C3=O)o2)cc1,IC50,'=',1853.36,nM,5.73,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL2006431,,0,484.5,1,2.97,SID26669922,O=C(O)c1ccccc1N/N=C/c1c(Sc2nnnn2-c2ccccc2)nc2ccccn2c1=O,IC50,'=',2582.03,nM,5.59,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL2007178,,0,452.26,0,4.45,SID26725822,O=C(O)c1ccc(-n2cccc2/C=N\NC(=O)c2cc3cc(Br)ccc3o2)cc1,IC50,'=',1721.43,nM,5.76,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL395653,ACENAPHTHOQUINONE,0,182.18,0,2.22,5,O=C1C(=O)c2cccc3cccc1c23,Kd,'=',323593.66,nM,3.49,,,UO_0000065,19.16,0.34,1.27,10.22,FALSE,CHEMBL2345532,Binding affinity to his-tagged Mcl-1 (unknown origin) expressed in Escherichia coli BL21 (DE3) cells by ITC analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,BL21-DE3,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2331511,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL3979383,,0,616.72,2,5.88,E-2,Cc1ccccc1/C=C/C(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,Ki,'=',830,nM,6.08,,,UO_0000065,9.86,0.19,0.2,4.12,FALSE,CHEMBL3859721,Inhibition of 5-FAM-Bid peptide binding to MCL-1 (unknown origin) by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3856277,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL3902269,,0,670.69,2,6.59,E-12,O=C(/C=C/c1cccc(C(F)(F)F)c1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,Ki,'=',5400,nM,5.27,,,UO_0000065,7.85,0.16,-1.32,3.57,FALSE,CHEMBL3859721,Inhibition of 5-FAM-Bid peptide binding to MCL-1 (unknown origin) by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3856277,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL2180319,,0,348.38,0,4.02,7,O=C1c2ccc(Sc3ccccc3)cc2C(=O)c2cc(O)c(O)cc21,Ki,'=',53,nM,7.28,,,UO_0000065,20.88,0.4,3.26,9.75,FALSE,CHEMBL2188686,Binding affinity to Mcl-1 after 30 mins by florescence polarization assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2176946,1,Scientific Literature,J. Med. Chem.,2012,None,
CHEMBL55814,ATHRAQUINONES A,0,240.21,0,1.87,4,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,Ki,'=',1620,nM,5.79,,,UO_0000065,24.11,0.44,3.92,7.76,FALSE,CHEMBL2188686,Binding affinity to Mcl-1 after 30 mins by florescence polarization assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2176946,1,Scientific Literature,J. Med. Chem.,2012,None,
CHEMBL3287292,,0,430.49,0,4.2,13,O=C(O)c1cccc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)n1,Kd,'>',20000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3291806,Binding affinity to Mcl-1 (unknown origin) by surface plasmon resonance assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286340,1,Scientific Literature,ACS Med. Chem. Lett.,2014,None,
CHEMBL1414652,,0,226.28,0,3.02,SID17401712,COc1ccc2c3c(cccc13)N(C)N=C2C,IC50,'=',1327.1,nM,5.88,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1384281,,0,330.37,0,4.39,SID17387489,Cc1ccc(-c2cc(-c3ccc(F)cc3)nc3ncnc(N)c23)cc1,IC50,'=',6564.79,nM,5.18,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1493100,,0,363.4,0,4.37,SID24788485,O=C(CSc1nnc(-c2ccco2)c(-c2ccco2)n1)c1ccccc1,IC50,'=',3191.13,nM,5.5,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1335206,,0,220.31,0,3.08,SID26658530,CC(C)(C)C1=CC=C(C(C)(C)C)C(=O)C1=O,IC50,'=',3859.69,nM,5.41,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1384502,,0,482.58,0,4.66,SID17433902,CC(/C=C1\SC(=S)N(CCCC(=O)Nc2ccc(C(=O)O)c(O)c2)C1=O)=C\c1ccccc1,IC50,'=',1564.05,nM,5.81,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1362829,,0,245.29,0,3.41,SID4255147,N#Cc1cc(-c2ccccc2)nn1-c1ccccc1,IC50,'=',1438.23,nM,5.84,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1424580,,0,397.91,0,3.75,SID22402243,O=C(CSc1ccsc1[N+](=O)[O-])N1CCN(c2ccc(Cl)cc2)CC1,IC50,'=',5799.71,nM,5.24,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1442000,,0,246.27,0,1.63,SID14722069,COc1ccc(N2C(=O)C3CCCN3C2=O)cc1,IC50,'>',54000,nM,,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1335988,,0,329.43,0,4.19,SID14739876,CC(C)(C)c1ccc(CN2N=Nc3ccccc3S2(=O)=O)cc1,IC50,'=',24063.12,nM,4.62,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1375934,,0,242.28,0,2.31,SID22416375,Cc1ccc(/C=C/C(=O)NCc2ccccn2)o1,IC50,'=',6321.1,nM,5.2,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL578585,,0,222.27,0,2.23,SID4258396,Cc1cc(NC(=O)Cc2cccs2)no1,IC50,'=',1582.85,nM,5.8,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1464853,,0,426.37,0,4.17,SID14719252,O=C1C(Cl)=C(N2CCCCC2)C(=O)C(Cl)=C1c1cnc(N2CCCCC2)s1,IC50,'<',400,nM,,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1582406,,0,314.37,0,2.66,SID7969970,Cc1ccc(-c2nnc3ccc(SC(C)C(=O)O)nn23)cc1,IC50,'=',4861.29,nM,5.31,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1494713,,0,362.43,0,4.75,SID17412375,CCCc1ccc(/C=C2\C(=O)c3ccccc3C(O)=C2C(=O)OCC)cc1,IC50,'=',2318.99,nM,5.63,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1346883,,0,416.86,0,4.78,SID17517457,Cc1ccc(NC2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)cc1Cl,IC50,'=',3382.11,nM,5.47,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1306856,,0,405.53,0,4.02,SID24830020,COc1ccc(-c2csc(NC(=S)NC(=O)c3cccs3)n2)cc1OC,IC50,'=',3331.44,nM,5.48,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1572923,,0,366.25,0,4.47,SID14740521,O=C(Nc1ccc(N2CCOCC2)cc1)Nc1ccc(Cl)c(Cl)c1,IC50,'=',19491.53,nM,4.71,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL3199823,,0,193.27,0,2.75,SID7975368,O/N=C1/CCCSc2ccccc21,IC50,'>',54000,nM,,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1387240,,0,460.59,0,3.74,SID26731445,O=C1/C(=C\c2ccccn2)SC(=S)N1c1ccc(S(=O)(=O)Nc2nccs2)cc1,IC50,'=',2769.77,nM,5.56,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL3189251,,0,258.28,0,2.13,SID17412724,CC(/C=C/c1ccco1)=N\NC(=O)c1cc(C)[nH]n1,IC50,'=',4920.76,nM,5.31,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1981657,,0,333.26,0,0.78,SID17416093,N/C(=N\N=C/c1ccc(-c2ccc(O)c(C(=O)O)c2)o1)N[N+](=O)[O-],IC50,'=',3860.69,nM,5.41,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1377333,,0,412.45,0,3.55,SID24824979,Cc1ccc(-c2nc3c(c(=O)[nH]c(=O)n3Cc3ccccc3)n2Cc2ccccc2)o1,IC50,'=',3225.84,nM,5.49,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1352712,,0,384.4,0,3.12,SID17432542,Cc1ccc(N2C(=O)NC(=O)/C(=C\c3cnc(-c4ccccc4)nc3)C2=O)cc1,IC50,'=',20440.62,nM,4.69,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1570257,,0,442.5,1,5.72,SID17432049,CCOc1ccc2nc(NC(=O)c3cccc(-c4cc5ccccc5oc4=O)c3)sc2c1,IC50,'=',3805.22,nM,5.42,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
